iter	RMSE
284	92.21160647
285	92.12104735
286	92.02249893
287	91.92017824
288	91.82148334
289	91.72974706
290	91.63576452
291	91.53411504
292	91.44011976
293	91.34222639
294	91.24512842
295	91.15525518
296	91.06962286
297	90.98469275
298	90.88764714
299	90.79967045
300	90.70597681
301	90.61257479
302	90.52866442
303	90.43448614
304	90.34938355
305	90.25766673
306	90.16634817
307	90.07981271
308	89.98479685
309	89.89549741
310	89.81157389
311	89.71581578
312	89.63601894
313	89.53969519
314	89.454024
315	89.37829273
316	89.29718032
317	89.21087107
318	89.13351681
319	89.04096712
320	88.95272954
321	88.87230984
322	88.79375074
323	88.70291086
324	88.62563622
325	88.5403756
326	88.45190123
327	88.36425541
328	88.28126589
329	88.19725664
330	88.11193634
331	88.02254947
332	87.94385356
333	87.86528118
334	87.78492678
335	87.70860081
336	87.62392929
337	87.54326475
338	87.46555887
339	87.38393502
340	87.31066372
341	87.231792
342	87.14528173
343	87.06787025
344	86.98264205
345	86.90608299
346	86.82330824
347	86.75273901
348	86.67602826
349	86.59788099
350	86.51599383
351	86.43244115
352	86.35358293
353	86.27879407
354	86.20411233
355	86.12818797
356	86.05649971
357	85.97848705
358	85.9039055
359	85.82737295
360	85.75144792
361	85.67968097
362	85.60561992
363	85.53736323
364	85.46126075
365	85.38403536
366	85.31013794
367	85.23030331
368	85.15887043
369	85.08053864
370	85.00718594
371	84.93520527
372	84.8698002
373	84.79998789
374	84.72986378
375	84.65756272
376	84.59216393
377	84.51821923
378	84.4457824
379	84.37003986
380	84.29997669
381	84.22840845
382	84.15013127
383	84.08499946
384	84.02456297
385	83.95286337
386	83.88507565
387	83.81534379
388	83.74854871
389	83.67544002
390	83.60720905
391	83.52792559
392	83.45888471
393	83.39332481
394	83.32847964
395	83.26422082
396	83.19367303
397	83.13264497
398	83.06557035
399	82.99782798
400	82.93059817
401	82.86418299
402	82.80611948
403	82.74592084
404	82.68121275
405	82.61838679
406	82.55084096
407	82.48329414
408	82.41634155
409	82.35395713
410	82.28775557
411	82.22210819
412	82.15572377
413	82.08871169
414	82.02265729
415	81.95142594
416	81.89143721
417	81.82983115
418	81.76682612
419	81.70752604
420	81.63594052
421	81.57160452
422	81.50579173
423	81.43919189
424	81.37368519
425	81.30339864
426	81.23639209
427	81.17664407
428	81.11191954
429	81.04869116
430	80.98261766
431	80.91967651
432	80.86646182
433	80.79786066
434	80.73236458
435	80.67168527
436	80.60549315
437	80.54413014
438	80.4843087
439	80.41667911
440	80.3544459
441	80.2915799
442	80.2346327
443	80.17693125
444	80.11342497
445	80.05216993
446	79.99645986
447	79.93819291
448	79.87120378
449	79.81485881
450	79.75562681
451	79.69633642
452	79.63395252
453	79.57430388
454	79.5129481
455	79.44857578
456	79.3881923
457	79.32530295
458	79.26756144
459	79.21101095
460	79.15269075
461	79.1033378
462	79.04901697
463	78.98601631
464	78.9310336
465	78.87274703
466	78.82067292
467	78.75846057
468	78.70025661
469	78.64932753
470	78.59323796
471	78.53507487
472	78.4821178
473	78.43006696
474	78.37925238
475	78.3262104
476	78.27121167
477	78.22000764
478	78.16473691
479	78.10603325
480	78.04314592
481	77.98769695
482	77.92136611
483	77.86352224
484	77.81066628
485	77.75993094
486	77.71128263
487	77.65599687
488	77.59941482
489	77.54987383
490	77.50057962
491	77.44655975
492	77.39613718
493	77.34640174
494	77.29927771
495	77.24052168
496	77.1835313
497	77.13161388
498	77.08722689
499	77.02882508
500	76.98535644
501	76.93261695
502	76.88051257
503	76.83090782
504	76.77574973
505	76.72172205
506	76.67034983
507	76.6185581
508	76.56776023
509	76.5169312
510	76.47021529
511	76.41366312
512	76.36276444
513	76.30650953
514	76.26195113
515	76.20162223
516	76.15046385
517	76.09846482
518	76.05344938
519	76.00735836
520	75.95555855
521	75.90009189
522	75.84864546
523	75.79847763
524	75.75293345
525	75.7066709
526	75.65999664
527	75.61165572
528	75.56122043
529	75.50966739
530	75.45378484
531	75.40396158
532	75.35150073
533	75.30684801
534	75.25900615
535	75.21148313
536	75.16305433
537	75.11279658
538	75.06019845
539	75.01167208
540	74.9653744
541	74.92210913
542	74.8685257
543	74.82152656
544	74.77151049
545	74.71433893
546	74.65806654
547	74.61058705
548	74.56423258
549	74.51026545
550	74.46298443
551	74.41249528
552	74.36805508
553	74.3108856
554	74.2571357
555	74.2077973
556	74.16147083
557	74.11693298
558	74.06717366
559	74.02047902
560	73.97441053
561	73.92327502
562	73.88773026
563	73.84553476
564	73.79892971
565	73.7638934
566	73.72282931
567	73.6831324
568	73.63457783
569	73.59089026
570	73.55061219
571	73.50649207
572	73.46114489
573	73.41784825
574	73.3741247
575	73.33627202
576	73.29879617
577	73.2492217
578	73.20639277
579	73.16235427
580	73.12078855
581	73.07101701
582	73.03129123
583	72.98852713
584	72.94969789
585	72.91226486
586	72.87474531
587	72.83606344
588	72.79380968
589	72.75813134
590	72.71121087
591	72.67277552
592	72.63230443
593	72.59085298
594	72.54809467
595	72.51327173
596	72.47332785
597	72.43531714
598	72.39856691
599	72.35358538
600	72.31456347
601	72.26568323
602	72.22564817
603	72.17323819
604	72.12661945
605	72.08408257
606	72.03871649
607	71.99890305
608	71.95740004
609	71.91658078
610	71.87672508
611	71.83331922
612	71.79196257
613	71.75735517
614	71.71462934
615	71.67844825
616	71.63009056
617	71.59664624
618	71.55786965
619	71.51898719
620	71.47752563
621	71.43826839
622	71.3968337
623	71.35724541
624	71.31575341
625	71.27957084
626	71.24250898
627	71.19940337
628	71.16477972
629	71.12027186
630	71.08472814
631	71.04103772
632	70.99562145
633	70.95402648
634	70.91439704
635	70.87426236
636	70.8348325
637	70.79865729
638	70.76092812
639	70.72801319
640	70.69226845
641	70.65059016
642	70.6098185
643	70.56519874
644	70.52268186
645	70.49119074
646	70.44912719
647	70.41542685
648	70.38235163
649	70.34592939
650	70.30833397
651	70.26842981
652	70.23211456
653	70.19554094
654	70.1587101
655	70.12550345
656	70.09055414
657	70.04791315
658	70.01406432
659	69.97698525
660	69.94246244
661	69.90187347
662	69.86970593
663	69.83831097
664	69.79568164
665	69.75212459
666	69.72012496
667	69.68551901
668	69.64738127
669	69.61189267
670	69.57449916
671	69.53131018
672	69.49708359
673	69.46145369
674	69.42342402
675	69.38609433
676	69.35442424
677	69.32390283
678	69.29396175
679	69.26264073
680	69.22613794
681	69.1980977
682	69.16764914
683	69.13496024
684	69.10559299
685	69.06875133
686	69.03380931
687	68.99456491
688	68.96069036
689	68.92720282
690	68.89673142
691	68.86660284
692	68.83188886
693	68.80334529
694	68.77160428
695	68.7363906
696	68.70933977
697	68.67093835
698	68.63700851
699	68.60597733
700	68.567068
701	68.54232894
702	68.50075463
703	68.46845262
704	68.43138346
705	68.40168153
706	68.36810318
707	68.33947855
708	68.30577281
709	68.27342605
710	68.24667362
711	68.20849332
712	68.18067569
713	68.14665835
714	68.11587162
715	68.079606
716	68.04313928
717	68.00977679
718	67.97535366
719	67.93806325
720	67.906073
721	67.87939981
722	67.84324896
723	67.81062
724	67.77332902
725	67.73494114
726	67.70336984
727	67.67158958
728	67.64446349
729	67.60738874
730	67.5667356
731	67.52931263
732	67.49836705
733	67.46979111
734	67.43482001
735	67.40057698
736	67.36971881
737	67.33768611
738	67.3030717
739	67.27330067
740	67.24142861
741	67.21159397
742	67.18367515
743	67.15061095
744	67.12167282
745	67.08751904
746	67.0574865
747	67.0318234
748	67.00086581
749	66.96924715
750	66.93500382
751	66.9033172
752	66.87136251
753	66.8457091
754	66.81710775
755	66.78994846
756	66.76016648
757	66.73385803
758	66.69881759
759	66.67051169
760	66.64255381
761	66.61420692
762	66.58590239
763	66.55387521
764	66.51963713
765	66.48839758
766	66.46034598
767	66.43468908
768	66.40786394
769	66.38047671
770	66.35240282
771	66.3274293
772	66.30429002
773	66.27270663
774	66.24760186
775	66.22508428
776	66.20280589
777	66.17010136
778	66.13530899
779	66.11083746
780	66.08687957
781	66.05771081
782	66.03081549
783	65.9971523
784	65.97017611
785	65.93958325
786	65.91533992
787	65.8898433
788	65.86690925
789	65.83522269
790	65.8079722
791	65.78191341
792	65.75403
793	65.72275955
794	65.69920845
795	65.67395949
796	65.64566985
797	65.61867886
798	65.59243389
799	65.56607391
800	65.53397569
801	65.508001
802	65.48363913
803	65.45988051
804	65.43831141
805	65.41291601
806	65.38184916
807	65.34846153
808	65.31908831
809	65.28848474
810	65.26581395
811	65.2444643
812	65.21888914
813	65.19164435
814	65.16337791
815	65.13831928
816	65.1179084
817	65.0897766
818	65.06541993
819	65.043926
820	65.01950925
821	64.99704224
822	64.96883671
823	64.94075965
824	64.91102799
825	64.88685788
826	64.86305425
827	64.84020021
828	64.81096613
829	64.78799324
830	64.7581454
831	64.73058177
832	64.70290815
833	64.6807732
834	64.65863887
835	64.62795973
836	64.60493688
837	64.58114417
838	64.54943201
839	64.53048416
840	64.50187286
841	64.47106019
842	64.44362466
843	64.41428746
844	64.38940429
845	64.36273343
846	64.33750466
847	64.30637357
848	64.28276926
849	64.26076864
850	64.2352257
851	64.21148171
852	64.18543552
853	64.16532645
854	64.14571803
855	64.12437375
856	64.10173622
857	64.07328737
858	64.04860603
859	64.02831233
860	64.00541137
861	63.98023675
862	63.95532905
863	63.92597277
864	63.89854422
865	63.87549461
866	63.85084526
867	63.8318481
868	63.80993095
869	63.78314876
870	63.75941755
871	63.73852103
872	63.70776352
873	63.68354896
874	63.65839853
875	63.6301744
876	63.60717085
877	63.58221224
878	63.56087215
879	63.54166015
880	63.51830217
881	63.50082413
882	63.47537906
883	63.45707522
884	63.43160621
885	63.41289479
886	63.39212056
887	63.36659426
888	63.34710883
889	63.32775997
890	63.30841784
891	63.28908662
892	63.26311401
893	63.23945042
894	63.22081421
895	63.20214212
896	63.17467197
897	63.14876207
898	63.12331493
899	63.10428264
900	63.08321932
901	63.06154815
902	63.03795828
903	63.01292388
904	62.99121347
905	62.96883057
906	62.94490711
907	62.92530377
908	62.90091164
909	62.87951991
910	62.85834216
911	62.83824551
912	62.81192597
913	62.78942088
914	62.76970932
915	62.75298675
916	62.73731038
917	62.71766107
918	62.69217288
919	62.6718928
920	62.65253388
921	62.62488303
922	62.60796367
923	62.58317874
924	62.56115582
925	62.53830243
926	62.51826846
927	62.494409
928	62.47304733
929	62.44832681
930	62.42447268
931	62.40295966
932	62.3792831
933	62.35962374
934	62.33852272
935	62.31500443
936	62.29612927
937	62.27241052
938	62.24640492
939	62.22444547
940	62.20013618
941	62.18298889
942	62.16432102
943	62.14330771
944	62.12436271
945	62.10445391
946	62.08535112
947	62.05989001
948	62.03925517
949	62.01651315
950	61.99460559
951	61.97545165
952	61.95880032
953	61.93863258
954	61.91343843
955	61.89829244
956	61.88021586
957	61.86290846
958	61.84628151
959	61.8247502
960	61.80720346
961	61.78277097
962	61.7640082
963	61.74877019
964	61.72814723
965	61.71256067
966	61.68683182
967	61.66011883
968	61.63700951
969	61.6187593
970	61.60225391
971	61.58231497
972	61.56563221
973	61.54672359
974	61.52644478
975	61.50406736
976	61.48702964
977	61.47053916
978	61.44962672
979	61.42817355
980	61.41191288
981	61.39217629
982	61.37160257
983	61.34817023
984	61.33210497
985	61.31501857
986	61.29372554
987	61.27536018
988	61.25560815
989	61.24028117
990	61.2226652
991	61.20238631
992	61.18400381
993	61.16272739
994	61.14668067
995	61.13086992
996	61.11324424
997	61.09042231
998	61.07098846
999	61.05197112
1000	61.03481339
1001	61.01603978
1002	61.002427
1003	60.97987141
1004	60.96356907
1005	60.94750865
1006	60.93322238
1007	60.91799249
1008	60.89522311
1009	60.87040583
1010	60.8514891
1011	60.83458765
1012	60.8154905
1013	60.79729293
1014	60.78208391
1015	60.7640046
1016	60.7472621
1017	60.7281598
1018	60.70988441
1019	60.69031671
1020	60.67382749
1021	60.65443488
1022	60.63208014
1023	60.61275443
1024	60.59430233
1025	60.57414647
1026	60.55899649
1027	60.54025109
1028	60.52413363
1029	60.50750077
1030	60.48707224
1031	60.47019337
1032	60.45637248
1033	60.4417299
1034	60.42448694
1035	60.41002
1036	60.39542531
1037	60.37763893
1038	60.36218313
1039	60.3479377
1040	60.33142862
1041	60.32134421
1042	60.30364472
1043	60.28896729
1044	60.2664199
1045	60.24984533
1046	60.22955208
1047	60.21311612
1048	60.19460756
1049	60.17711545
1050	60.1601362
1051	60.14499184
1052	60.12471781
1053	60.10532956
1054	60.08488578
1055	60.06843477
1056	60.05207645
1057	60.03496795
1058	60.01684025
1059	60.00338678
1060	59.98605657
1061	59.96554361
1062	59.95087244
1063	59.93520319
1064	59.9187068
1065	59.90117239
1066	59.88500094
1067	59.86650097
1068	59.8511787
1069	59.83709181
1070	59.81719402
1071	59.79767413
1072	59.78145913
1073	59.7644114
1074	59.74770124
1075	59.72503472
1076	59.71274323
1077	59.69963241
1078	59.68118986
1079	59.66397692
1080	59.65005698
1081	59.63613411
1082	59.62331246
1083	59.60904295
1084	59.59191965
1085	59.57772943
1086	59.56524302
1087	59.5463462
1088	59.52439611
1089	59.51245563
1090	59.49693351
1091	59.4809927
1092	59.46054522
1093	59.44418178
1094	59.43126262
1095	59.4167122
1096	59.40093362
1097	59.38480097
1098	59.3729822
1099	59.35943753
1100	59.34760342
1101	59.32808642
1102	59.31331143
1103	59.29848878
1104	59.28423245
1105	59.26473543
1106	59.25007301
1107	59.23362842
1108	59.21880446
1109	59.20382244
1110	59.19190707
1111	59.17036448
1112	59.156844
1113	59.13881046
1114	59.12687714
1115	59.11296891
1116	59.09741113
1117	59.08010274
1118	59.0672621
1119	59.05344759
1120	59.03944167
1121	59.02382454
1122	59.00933742
1123	58.99023986
1124	58.97693638
1125	58.96196468
1126	58.94889704
1127	58.93378754
1128	58.91873369
1129	58.90667671
1130	58.89128832
1131	58.87745286
1132	58.86477931
1133	58.85007168
1134	58.83295731
1135	58.81584407
1136	58.80161041
1137	58.79029369
1138	58.77520682
1139	58.75913361
1140	58.74331966
1141	58.72407818
1142	58.71027394
1143	58.69780395
1144	58.68300301
1145	58.66959473
1146	58.65730889
1147	58.64542828
1148	58.63440034
1149	58.61741315
1150	58.60350985
1151	58.58949974
1152	58.57062692
1153	58.55976513
1154	58.54634362
1155	58.52711036
1156	58.50930032
1157	58.49458736
1158	58.48265744
1159	58.4675779
1160	58.44966193
1161	58.43585699
1162	58.42325419
1163	58.40791629
1164	58.39595151
1165	58.38345594
1166	58.36391963
1167	58.35097133
1168	58.33522308
1169	58.31736558
1170	58.30285017
1171	58.28712997
1172	58.27154188
1173	58.25591535
1174	58.23867654
1175	58.22517336
1176	58.21035495
1177	58.19443335
1178	58.18045953
1179	58.16964801
1180	58.15501313
1181	58.14562293
1182	58.13480689
1183	58.12137808
1184	58.10401008
1185	58.08792555
1186	58.07648284
1187	58.06211878
1188	58.04767483
1189	58.03092727
1190	58.01512895
1191	58.00367132
1192	57.98784034
1193	57.97517005
1194	57.96360446
1195	57.94940428
1196	57.93740135
1197	57.922232
1198	57.9079625
1199	57.89424126
1200	57.88068453
1201	57.87074425
1202	57.85814571
1203	57.84492021
1204	57.82927713
1205	57.8190102
1206	57.8056767
1207	57.79132089
1208	57.77863298
1209	57.76627654
1210	57.7539598
1211	57.74364924
1212	57.73152516
1213	57.71533606
1214	57.70478827
1215	57.69057431
1216	57.68138695
1217	57.66412156
1218	57.6533281
1219	57.63974933
1220	57.62209688
1221	57.61009364
1222	57.59680356
1223	57.58477221
1224	57.57166781
1225	57.55590117
1226	57.54543638
1227	57.53330431
1228	57.51856195
1229	57.50968717
1230	57.49591887
1231	57.4842361
1232	57.47553716
1233	57.46347684
1234	57.4511052
1235	57.4383434
1236	57.42148049
1237	57.40430474
1238	57.39046124
1239	57.37902835
1240	57.36724627
1241	57.34911159
1242	57.33605486
1243	57.32553189
1244	57.31465174
1245	57.30429212
1246	57.29204827
1247	57.27250257
1248	57.26095879
1249	57.25101356
1250	57.23680214
1251	57.22552014
1252	57.21401501
1253	57.20347858
1254	57.19076858
1255	57.17703093
1256	57.16537589
1257	57.15339187
1258	57.13924707
1259	57.12596315
1260	57.11469974
1261	57.10127369
1262	57.09045242
1263	57.07943079
1264	57.0614765
1265	57.04830404
1266	57.03486041
1267	57.02509244
1268	57.01109882
1269	57.00122835
1270	56.98614476
1271	56.97095676
1272	56.95540373
1273	56.94303048
1274	56.93132038
1275	56.91995744
1276	56.90959755
1277	56.89693333
1278	56.88000721
1279	56.86498897
1280	56.8528584
1281	56.83989034
1282	56.82940306
1283	56.81293532
1284	56.7986076
1285	56.78676524
1286	56.7757721
1287	56.76146214
1288	56.74942025
1289	56.73905747
1290	56.72710817
1291	56.71456199
1292	56.70220838
1293	56.69007482
1294	56.67502742
1295	56.66459837
1296	56.65374585
1297	56.64316739
1298	56.62989325
1299	56.61540391
1300	56.60202525
1301	56.59186978
1302	56.57964804
1303	56.56996697
1304	56.55713339
1305	56.54579261
1306	56.5347074
1307	56.52201287
1308	56.5110919
1309	56.49893567
1310	56.48767283
1311	56.47176887
1312	56.45786035
1313	56.44682639
1314	56.43444916
1315	56.42306178
1316	56.41355372
1317	56.39841086
1318	56.38681484
1319	56.37448402
1320	56.36465408
1321	56.35052815
1322	56.34009673
1323	56.33109659
1324	56.31990474
1325	56.30622459
1326	56.29395607
1327	56.28159348
1328	56.2690853
1329	56.25939062
1330	56.25008932
1331	56.24127869
1332	56.23200327
1333	56.22031454
1334	56.20874718
1335	56.19600302
1336	56.18015004
1337	56.16830854
1338	56.1582131
1339	56.14886159
1340	56.13600815
1341	56.12580706
1342	56.11504862
1343	56.10056041
1344	56.09026727
1345	56.07985371
1346	56.06884886
1347	56.05639897
1348	56.04205758
1349	56.03281634
1350	56.01861729
1351	56.00816073
1352	55.9945064
1353	55.98041495
1354	55.96960498
1355	55.95652186
1356	55.9392705
1357	55.92472462
1358	55.91386601
1359	55.90512726
1360	55.89716172
1361	55.88565711
1362	55.87706395
1363	55.8670995
1364	55.851917
1365	55.8403682
1366	55.8255423
1367	55.81635422
1368	55.80748483
1369	55.79639219
1370	55.78804979
1371	55.77941062
1372	55.76709019
1373	55.75804311
1374	55.74374492
1375	55.73236344
1376	55.72103189
1377	55.71357427
1378	55.70334375
1379	55.68726852
1380	55.675452
1381	55.66541927
1382	55.65475911
1383	55.64623329
1384	55.6337527
1385	55.621096
1386	55.60654973
1387	55.59382164
1388	55.58424306
1389	55.57256047
1390	55.56327518
1391	55.5511961
1392	55.53782746
1393	55.53220532
1394	55.51796778
1395	55.50870684
1396	55.49908402
1397	55.48942807
1398	55.47916495
1399	55.46839547
1400	55.45700636
1401	55.44412352
1402	55.43076777
1403	55.41991513
1404	55.40921378
1405	55.39583332
1406	55.38238125
1407	55.37347133
1408	55.36172723
1409	55.35240147
1410	55.3403401
1411	55.33080335
1412	55.31995506
1413	55.30919122
1414	55.29889232
1415	55.28923286
1416	55.28124926
1417	55.2688357
1418	55.26154782
1419	55.25113841
1420	55.24165319
1421	55.23193005
1422	55.22211938
1423	55.21018025
1424	55.20104369
1425	55.19140559
1426	55.1845713
1427	55.17286993
1428	55.16190415
1429	55.15189694
1430	55.14322221
1431	55.13185285
1432	55.12159389
1433	55.11270501
1434	55.10646258
1435	55.09680017
1436	55.0879698
1437	55.07420006
1438	55.06511717
1439	55.05531403
1440	55.04663649
1441	55.03433051
1442	55.0261481
1443	55.01689029
1444	55.00817421
1445	54.99461754
1446	54.98578924
1447	54.97668885
1448	54.96771528
1449	54.96067863
1450	54.95248347
1451	54.94109818
1452	54.93163036
1453	54.92311053
1454	54.9091466
1455	54.89685519
1456	54.88671727
1457	54.87420821
1458	54.86700797
1459	54.85481116
1460	54.84608179
1461	54.8396478
1462	54.83276237
1463	54.82110406
1464	54.80847717
1465	54.79929204
1466	54.78382198
1467	54.77807106
1468	54.76590232
1469	54.75438678
1470	54.7431039
1471	54.73305117
1472	54.72564736
1473	54.7135834
1474	54.70555863
1475	54.69659121
1476	54.69014058
1477	54.67902372
1478	54.67239152
1479	54.66257489
1480	54.64840052
1481	54.63766714
1482	54.62733908
1483	54.61445659
1484	54.60744152
1485	54.5981112
1486	54.59013849
1487	54.57818288
1488	54.56935545
1489	54.56013166
1490	54.55151914
1491	54.54233028
1492	54.53383224
1493	54.52392204
1494	54.51545456
1495	54.50918165
1496	54.50004495
1497	54.48837491
1498	54.48122581
1499	54.47263828
1500	54.45801493
1501	54.44930852
1502	54.44124572
1503	54.43179422
1504	54.42373029
1505	54.41577733
1506	54.40517876
1507	54.39583347
1508	54.38708788
1509	54.37766928
1510	54.36502626
1511	54.35674786
1512	54.35198069
1513	54.34321976
1514	54.33497744
1515	54.32697486
1516	54.32093011
1517	54.31156396
1518	54.3049287
1519	54.29491961
1520	54.28328264
1521	54.27562968
1522	54.26701947
1523	54.25777074
1524	54.24754819
1525	54.23898465
1526	54.23012856
1527	54.21860559
1528	54.21092013
1529	54.20210224
1530	54.19277619
1531	54.18578004
1532	54.17540641
1533	54.1665287
1534	54.16020658
1535	54.15506227
1536	54.14596445
1537	54.13642893
1538	54.12765061
1539	54.11977291
1540	54.11146935
1541	54.10371276
1542	54.0966047
1543	54.08906497
1544	54.0815196
1545	54.07530396
1546	54.06510959
1547	54.05466982
1548	54.04454409
1549	54.03600578
1550	54.03022282
1551	54.0203476
1552	54.01439047
1553	54.00239353
1554	53.9931996
1555	53.98336066
1556	53.97438141
1557	53.96783241
1558	53.95932491
1559	53.95167935
1560	53.94303344
1561	53.93217901
1562	53.92257075
1563	53.915066
1564	53.90985465
1565	53.90305237
1566	53.89285058
1567	53.87998178
1568	53.86861631
1569	53.8596797
1570	53.85296307
1571	53.84456656
1572	53.83911709
1573	53.83113911
1574	53.82339285
1575	53.81650678
1576	53.81093036
1577	53.7997359
1578	53.79030715
1579	53.77883263
1580	53.76814763
1581	53.76050239
1582	53.7525444
1583	53.74365551
1584	53.73418903
1585	53.72447291
1586	53.7184582
1587	53.70739587
1588	53.70232521
1589	53.69328534
1590	53.68488541
1591	53.67616777
1592	53.66987023
1593	53.66228467
1594	53.65219905
1595	53.64474838
1596	53.63662953
1597	53.62903427
1598	53.62017899
1599	53.6134858
1600	53.60753136
1601	53.59898628
1602	53.59010004
1603	53.58044275
1604	53.57282524
1605	53.5601664
1606	53.54842314
1607	53.54000541
1608	53.53255649
1609	53.52540672
1610	53.51871645
1611	53.51154211
1612	53.5041683
1613	53.49786443
1614	53.49168724
1615	53.48269321
1616	53.4721853
1617	53.46348289
1618	53.45598017
1619	53.44515958
1620	53.43759889
1621	53.43199793
1622	53.42550695
1623	53.4167063
1624	53.40914313
1625	53.40360419
1626	53.39602755
1627	53.38939245
1628	53.3842616
1629	53.37669657
1630	53.36996425
1631	53.35945516
1632	53.35256271
1633	53.34424447
1634	53.33654343
1635	53.32857003
1636	53.32394408
1637	53.31500766
1638	53.30642368
1639	53.29899805
1640	53.29197199
1641	53.28118742
1642	53.27281194
1643	53.26490198
1644	53.25830739
1645	53.24981175
1646	53.24085025
1647	53.23518324
1648	53.22850337
1649	53.21912138
1650	53.20852737
1651	53.20012938
1652	53.19305786
1653	53.18526694
1654	53.1759399
1655	53.1675296
1656	53.16263064
1657	53.15663028
1658	53.14930888
1659	53.14093231
1660	53.13612327
1661	53.128849
1662	53.12147975
1663	53.11484617
1664	53.10689786
1665	53.09917441
1666	53.09294113
1667	53.08836332
1668	53.0804935
