iter	RMSE
1669	53.07342699
1670	53.06548487
1671	53.05660231
1672	53.05267263
1673	53.04673354
1674	53.04137188
1675	53.03271142
1676	53.02689305
1677	53.01888001
1678	53.01102059
1679	52.99806654
1680	52.98597285
1681	52.97721058
1682	52.97126838
1683	52.96585083
1684	52.95865979
1685	52.95010673
1686	52.94359262
1687	52.93531876
1688	52.92768075
1689	52.92173183
1690	52.91648153
1691	52.90791827
1692	52.89961651
1693	52.89321462
1694	52.885884
1695	52.87917181
1696	52.87243226
1697	52.86358888
1698	52.85433119
1699	52.84223687
1700	52.83644197
1701	52.82710353
1702	52.82105083
1703	52.81415909
1704	52.80675225
1705	52.80016111
1706	52.79405914
1707	52.78341196
1708	52.7763086
1709	52.76928608
1710	52.76308879
1711	52.75591181
1712	52.744891
1713	52.73823966
1714	52.73003512
1715	52.71970224
1716	52.71284161
1717	52.70516107
1718	52.69687062
1719	52.69054259
1720	52.68540749
1721	52.67980507
1722	52.67207499
1723	52.66546282
1724	52.6597478
1725	52.64949183
1726	52.64183087
1727	52.63292461
1728	52.62600459
1729	52.62133738
1730	52.61593657
1731	52.60901297
1732	52.60222135
1733	52.59357765
1734	52.58424083
1735	52.57916242
1736	52.57151843
1737	52.56361197
1738	52.55626949
1739	52.55235334
1740	52.54613717
1741	52.53688782
1742	52.5299351
1743	52.51805587
1744	52.51345739
1745	52.50752858
1746	52.50134983
1747	52.49083262
1748	52.48409212
1749	52.47730508
1750	52.47112476
1751	52.46191593
1752	52.45585137
1753	52.44829798
1754	52.43645792
1755	52.42982551
1756	52.42400194
1757	52.41898234
1758	52.40763135
1759	52.40106178
1760	52.39364022
1761	52.38712078
1762	52.38110001
1763	52.37445325
1764	52.36643419
1765	52.36036201
1766	52.35587672
1767	52.34838393
1768	52.3385277
1769	52.33454622
1770	52.32943503
1771	52.32400869
1772	52.31459064
1773	52.30671342
1774	52.30149902
1775	52.2929845
1776	52.28780246
1777	52.2775175
1778	52.27193599
1779	52.2653777
1780	52.26062585
1781	52.25068257
1782	52.24108201
1783	52.23451944
1784	52.22963531
1785	52.22518117
1786	52.22060473
1787	52.21570474
1788	52.20590029
1789	52.19775039
1790	52.1907887
1791	52.18314833
1792	52.17234851
1793	52.16671475
1794	52.1571735
1795	52.14675835
1796	52.14092515
1797	52.13469087
1798	52.12830226
1799	52.11864943
1800	52.10912514
1801	52.10213317
1802	52.09433816
1803	52.08340382
1804	52.07777113
1805	52.07194797
1806	52.06381618
1807	52.05570927
1808	52.04977545
1809	52.04298625
1810	52.03477113
1811	52.02857795
1812	52.02036576
1813	52.00804067
1814	51.99965736
1815	51.99256014
1816	51.98554444
1817	51.98062913
1818	51.9729822
1819	51.96628759
1820	51.95783305
1821	51.95022271
1822	51.94019522
1823	51.93665741
1824	51.93085673
1825	51.92362503
1826	51.9156046
1827	51.91045327
1828	51.90163732
1829	51.89307839
1830	51.8868686
1831	51.88119362
1832	51.8749518
1833	51.8695691
1834	51.86347806
1835	51.85747475
1836	51.84847141
1837	51.84154335
1838	51.83744002
1839	51.82982822
1840	51.82407388
1841	51.81706025
1842	51.81018488
1843	51.80418967
1844	51.79424614
1845	51.78673872
1846	51.78186402
1847	51.77420299
1848	51.76903424
1849	51.76296911
1850	51.75730168
1851	51.75137595
1852	51.7435683
1853	51.73794274
1854	51.73172769
1855	51.72332296
1856	51.71757221
1857	51.71066248
1858	51.70578283
1859	51.70085119
1860	51.69540944
1861	51.68957568
1862	51.68365233
1863	51.67480971
1864	51.67020233
1865	51.66593365
1866	51.65994292
1867	51.65510721
1868	51.64961261
1869	51.64385307
1870	51.63362518
1871	51.62803519
1872	51.6225086
1873	51.61681893
1874	51.61180287
1875	51.60622767
1876	51.59933131
1877	51.59338502
1878	51.58845864
1879	51.58237379
1880	51.57547664
1881	51.56977997
1882	51.56391714
1883	51.55422124
1884	51.54765552
1885	51.53726142
1886	51.53067895
1887	51.52629804
1888	51.51947462
1889	51.5122244
1890	51.50595434
1891	51.50071123
1892	51.49311309
1893	51.48439573
1894	51.48026299
1895	51.4739237
1896	51.46799902
1897	51.46278264
1898	51.45526225
1899	51.44798914
1900	51.44118783
1901	51.43572577
1902	51.42875636
1903	51.4204181
1904	51.41045235
1905	51.40302449
1906	51.39483104
1907	51.38943396
1908	51.38218963
1909	51.37690521
1910	51.37204436
1911	51.36695474
1912	51.36063117
1913	51.35275813
1914	51.3467212
1915	51.34074865
1916	51.33552279
1917	51.32997433
1918	51.32576756
1919	51.31797748
1920	51.31231358
1921	51.30821142
1922	51.30334215
1923	51.29627551
1924	51.28881511
1925	51.28454305
1926	51.27893782
1927	51.27209852
1928	51.26729264
1929	51.25989862
1930	51.25399741
1931	51.24848828
1932	51.23866314
1933	51.23321095
1934	51.22704774
1935	51.21795644
1936	51.21304521
1937	51.20892692
1938	51.20421798
1939	51.19725005
1940	51.19082335
1941	51.18703774
1942	51.18284396
1943	51.17743755
1944	51.1723956
1945	51.16487523
1946	51.15682144
1947	51.15100438
1948	51.14548988
1949	51.14156791
1950	51.13578632
1951	51.12985809
1952	51.12535271
1953	51.11689861
1954	51.110808
1955	51.10300006
1956	51.09790722
1957	51.08985461
1958	51.08412271
1959	51.07854763
1960	51.07249889
1961	51.0669656
1962	51.06018954
1963	51.05500182
1964	51.04948592
1965	51.04050802
1966	51.03451937
1967	51.0297851
1968	51.02436563
1969	51.01729273
1970	51.00965665
1971	51.00698199
1972	50.99901391
1973	50.99165999
1974	50.98464068
1975	50.97941328
1976	50.97398829
1977	50.96892076
1978	50.96337673
1979	50.95391689
1980	50.9476354
1981	50.94216642
1982	50.93364126
1983	50.92826494
1984	50.92228464
1985	50.91946471
1986	50.91300918
1987	50.9082942
1988	50.90038235
1989	50.89763717
1990	50.89041453
1991	50.88346935
1992	50.8764532
1993	50.87017597
1994	50.86147579
1995	50.85506045
1996	50.84606857
1997	50.83931662
1998	50.83368004
1999	50.82832458
2000	50.82298452
2001	50.81487844
2002	50.80777725
2003	50.80147825
2004	50.79752395
2005	50.78735576
2006	50.78015532
2007	50.77463059
2008	50.77121798
2009	50.76723735
2010	50.76228407
2011	50.75366996
2012	50.74992145
2013	50.74577087
2014	50.73949823
2015	50.73424599
2016	50.72972103
2017	50.72516992
2018	50.71807568
2019	50.71088993
2020	50.70714168
2021	50.7009402
2022	50.6968989
2023	50.68969904
2024	50.68516551
2025	50.680773
2026	50.67501345
2027	50.66890132
2028	50.66293922
2029	50.65858394
2030	50.65431902
2031	50.64953033
2032	50.64410465
2033	50.63809118
2034	50.63250622
2035	50.6263131
2036	50.62110081
2037	50.61460436
2038	50.61011918
2039	50.60545603
2040	50.59744353
2041	50.59214254
2042	50.58679229
2043	50.57695783
2044	50.57248999
2045	50.56650003
2046	50.55883287
2047	50.55226711
2048	50.54788238
2049	50.54143401
2050	50.53693864
2051	50.53234728
2052	50.52813084
2053	50.5227248
2054	50.51776018
2055	50.51276271
2056	50.50619149
2057	50.50080341
2058	50.49563727
2059	50.48847689
2060	50.48403874
2061	50.47601303
2062	50.46965169
2063	50.46354225
2064	50.45842414
2065	50.45295748
2066	50.44958799
2067	50.44567061
2068	50.44078221
2069	50.4375215
2070	50.43322841
2071	50.42629589
2072	50.42357968
2073	50.42000222
2074	50.41347535
2075	50.40761565
2076	50.40252924
2077	50.39756582
2078	50.39324571
2079	50.38473431
2080	50.38101888
2081	50.37537516
2082	50.36736321
2083	50.36034621
2084	50.3561228
2085	50.35105279
2086	50.34404723
2087	50.33969551
2088	50.33367711
2089	50.32695221
2090	50.32397505
2091	50.31597936
2092	50.3122357
2093	50.30746268
2094	50.30037618
2095	50.29530836
2096	50.28844522
2097	50.28316601
2098	50.27731746
2099	50.27142821
2100	50.26528483
2101	50.25591054
2102	50.24949018
2103	50.24228221
2104	50.23725113
2105	50.23242453
2106	50.22714537
2107	50.21656544
2108	50.21244684
2109	50.20610031
2110	50.20029823
2111	50.19327464
2112	50.18515795
2113	50.17848507
2114	50.1749341
2115	50.16887441
2116	50.16321985
2117	50.1580308
2118	50.15270386
2119	50.14616689
2120	50.14235165
2121	50.1368854
2122	50.13368198
2123	50.12787805
2124	50.12115545
2125	50.11692741
2126	50.11331627
2127	50.10777188
2128	50.10220013
2129	50.09512369
2130	50.0914288
2131	50.08632444
2132	50.08037963
2133	50.07512357
2134	50.06700178
2135	50.0610441
2136	50.05432665
2137	50.0484974
2138	50.04391819
2139	50.04097701
2140	50.03719331
2141	50.03177472
2142	50.02521329
2143	50.02075401
2144	50.01803069
2145	50.01201266
2146	50.00774527
2147	50.0026358
2148	49.99926327
2149	49.99436161
2150	49.98864518
2151	49.98239425
2152	49.9783818
2153	49.97431333
2154	49.96977536
2155	49.96595443
2156	49.95913516
2157	49.95278508
2158	49.94644068
2159	49.94184485
2160	49.93706458
2161	49.93130319
2162	49.92751042
2163	49.92319959
2164	49.9188918
2165	49.91299705
2166	49.90893935
2167	49.90511462
2168	49.90104584
2169	49.89527996
2170	49.89254083
2171	49.88782693
2172	49.88379245
2173	49.87956994
2174	49.87593088
2175	49.87030574
2176	49.86525642
2177	49.85858733
2178	49.85331047
2179	49.84941822
2180	49.84502429
2181	49.8407714
2182	49.83532846
2183	49.83092788
2184	49.82670533
2185	49.82153694
2186	49.81630923
2187	49.81067949
2188	49.80097738
2189	49.79563442
2190	49.79249376
2191	49.78990691
2192	49.78444379
2193	49.77887755
2194	49.77512516
2195	49.77044903
2196	49.76618746
2197	49.75984085
2198	49.75636626
2199	49.75222574
2200	49.7468272
2201	49.7431102
2202	49.73698584
2203	49.73220021
2204	49.72850144
2205	49.72301212
2206	49.71742047
2207	49.70993791
2208	49.70544438
2209	49.70024842
2210	49.69245669
2211	49.68684645
2212	49.68231326
2213	49.67667862
2214	49.67208202
2215	49.66856511
2216	49.66370972
2217	49.65549281
2218	49.64550652
2219	49.64107246
2220	49.63407462
2221	49.6311227
2222	49.62612989
2223	49.62229802
2224	49.61638811
2225	49.60883755
2226	49.60214479
2227	49.59519122
2228	49.59115824
2229	49.58637067
2230	49.58030252
2231	49.57340812
2232	49.56726717
2233	49.5629754
2234	49.55933688
2235	49.55412654
2236	49.54886224
2237	49.54334244
2238	49.53792106
2239	49.53519216
2240	49.53115054
2241	49.52511013
2242	49.52227757
2243	49.51755042
2244	49.51411248
2245	49.51101926
2246	49.50617329
2247	49.50381753
2248	49.50089526
2249	49.49761203
2250	49.49132409
2251	49.48749672
2252	49.48295922
2253	49.47410287
2254	49.46595706
2255	49.46223379
2256	49.4600021
2257	49.45649191
2258	49.45170935
2259	49.44868942
2260	49.44369183
2261	49.43761877
2262	49.4346055
2263	49.42993011
2264	49.42610217
2265	49.42308977
2266	49.4190104
2267	49.41476573
2268	49.40979011
2269	49.40626257
2270	49.40242866
2271	49.39641922
2272	49.39256046
2273	49.38811058
2274	49.38492553
2275	49.38049755
2276	49.37711138
2277	49.37339628
2278	49.36773418
2279	49.36056652
2280	49.35759161
2281	49.35277506
2282	49.34524522
2283	49.3393393
2284	49.33534196
2285	49.32986897
2286	49.325531
2287	49.31950571
2288	49.31456076
2289	49.30908825
2290	49.3026939
2291	49.29970948
2292	49.29219305
2293	49.28916496
2294	49.28420865
2295	49.279962
2296	49.27460102
2297	49.27177104
2298	49.2678027
2299	49.26117525
2300	49.25670285
2301	49.25181026
2302	49.24810757
2303	49.24385005
2304	49.23930491
2305	49.23418605
2306	49.22971433
2307	49.22612697
2308	49.21982673
2309	49.21456623
2310	49.21031827
2311	49.20585568
2312	49.19801373
2313	49.19439667
2314	49.18854251
2315	49.18208938
2316	49.17488549
2317	49.1698577
2318	49.16532714
2319	49.15899086
2320	49.15244501
2321	49.14874222
2322	49.14562467
2323	49.13992212
2324	49.13636149
2325	49.13391287
2326	49.127224
2327	49.1246736
2328	49.11746654
2329	49.11290953
2330	49.10678289
2331	49.1035292
2332	49.09827458
2333	49.09498075
2334	49.09155185
2335	49.08621163
2336	49.08127949
2337	49.07734941
2338	49.07373492
2339	49.06736878
2340	49.06304447
2341	49.06050914
2342	49.05522174
2343	49.05217448
2344	49.04747471
2345	49.04404192
2346	49.03844015
2347	49.03409379
2348	49.02710717
2349	49.02314938
2350	49.01908599
2351	49.01493104
2352	49.01010571
2353	49.00571107
2354	49.00323466
2355	48.99817854
2356	48.99452063
2357	48.99031593
2358	48.98445947
2359	48.98000234
2360	48.9752749
2361	48.97234438
2362	48.97102035
2363	48.96433973
2364	48.95695017
2365	48.95326137
2366	48.94794809
2367	48.94411499
2368	48.93543354
2369	48.93329549
2370	48.92792072
2371	48.92428885
2372	48.92008343
2373	48.91537179
2374	48.91015878
2375	48.90572919
2376	48.90224917
2377	48.89810504
2378	48.89461629
2379	48.88781241
2380	48.8830425
2381	48.87655849
2382	48.87016142
2383	48.86235581
2384	48.85962341
2385	48.85346075
2386	48.84790187
2387	48.84472408
2388	48.84056483
2389	48.8371233
2390	48.83441086
2391	48.83129199
2392	48.82813302
2393	48.82473902
2394	48.82025209
2395	48.81545186
2396	48.8113084
2397	48.80704662
2398	48.80122372
2399	48.79419662
2400	48.78889863
2401	48.78624744
2402	48.78199154
2403	48.77716889
2404	48.77136212
2405	48.76695536
2406	48.76354411
2407	48.7591774
2408	48.75372601
2409	48.74898033
2410	48.74552099
2411	48.7431532
2412	48.74052294
2413	48.73757254
2414	48.73439071
2415	48.72637424
2416	48.72166167
2417	48.71397815
2418	48.71061689
2419	48.70703987
2420	48.70269285
2421	48.69902237
2422	48.69715416
2423	48.69085628
2424	48.68722361
2425	48.68319527
2426	48.67980887
2427	48.67558343
2428	48.67170794
2429	48.6680599
2430	48.66296573
2431	48.65801378
2432	48.65308222
2433	48.64951334
2434	48.64658238
2435	48.64258863
2436	48.63861481
2437	48.63532763
2438	48.63063635
2439	48.62566266
2440	48.62155061
2441	48.61803067
2442	48.61518879
2443	48.61240355
2444	48.6101241
2445	48.60349649
2446	48.60035755
2447	48.59604365
2448	48.59316895
2449	48.58615608
2450	48.58276615
2451	48.58014299
2452	48.57588638
2453	48.57405887
2454	48.56928409
2455	48.56605624
2456	48.560233
2457	48.55652806
2458	48.54983223
2459	48.54616713
2460	48.5399529
2461	48.53796575
2462	48.53322463
2463	48.52670328
2464	48.52414711
2465	48.52105413
2466	48.51725214
2467	48.51422565
2468	48.50807297
2469	48.50577811
2470	48.50336233
2471	48.49784494
2472	48.49313721
2473	48.48850012
2474	48.48290548
2475	48.4779423
2476	48.47400798
2477	48.4706471
2478	48.46553735
2479	48.46321448
2480	48.45973669
2481	48.45386335
2482	48.45084616
2483	48.44772084
2484	48.44377654
2485	48.43961916
2486	48.43534599
2487	48.43032766
2488	48.42718088
2489	48.42184662
2490	48.41618804
2491	48.41188082
2492	48.40454229
2493	48.40078416
2494	48.39847399
2495	48.39230182
2496	48.38657536
2497	48.38353241
2498	48.37973293
2499	48.37435545
2500	48.37006378
2501	48.36707869
2502	48.36092408
2503	48.35839457
2504	48.35337482
2505	48.35065779
2506	48.34761783
2507	48.34326962
2508	48.33975587
2509	48.33401604
2510	48.32713857
2511	48.32367554
2512	48.32074949
2513	48.31744189
2514	48.3110153
2515	48.30705084
2516	48.30266293
2517	48.29892848
2518	48.2919491
2519	48.28611824
2520	48.28204885
2521	48.27601974
2522	48.26868359
2523	48.26589717
2524	48.26057966
2525	48.25681266
2526	48.25003003
2527	48.24398872
2528	48.23832639
2529	48.23316871
2530	48.23095037
2531	48.22822038
2532	48.22415212
2533	48.21786386
2534	48.21289464
2535	48.20766861
2536	48.20359313
2537	48.20026837
2538	48.19674392
2539	48.19340317
2540	48.19006829
2541	48.18523685
2542	48.18220403
2543	48.17798821
2544	48.17514462
2545	48.17147969
2546	48.16937218
2547	48.16591742
2548	48.16292344
2549	48.15972222
2550	48.15583068
2551	48.15146944
2552	48.1491399
2553	48.14597707
2554	48.14202635
2555	48.13878136
2556	48.13322279
2557	48.12898919
2558	48.126607
2559	48.12399413
2560	48.11677422
2561	48.11205534
2562	48.10928822
2563	48.10227624
2564	48.09899308
2565	48.09537377
2566	48.08990696
2567	48.08605535
2568	48.08032248
2569	48.07724304
2570	48.07415466
2571	48.07134091
2572	48.06764163
2573	48.06380081
2574	48.06152196
2575	48.05912642
2576	48.05533509
2577	48.05231572
2578	48.04800296
2579	48.04487926
2580	48.04269772
2581	48.03958093
2582	48.03581414
2583	48.03270598
2584	48.02862104
2585	48.02573321
2586	48.02115258
2587	48.01639879
2588	48.01418345
2589	48.00835157
2590	48.00567609
2591	48.00252464
2592	47.99998669
2593	47.99421129
2594	47.99060527
2595	47.98808127
2596	47.98650378
2597	47.9792384
2598	47.97348998
2599	47.9678889
2600	47.96590145
2601	47.96039669
2602	47.95866065
2603	47.95599049
2604	47.95202857
2605	47.94846118
2606	47.94346068
2607	47.93654897
2608	47.93225118
2609	47.92753634
2610	47.92511318
2611	47.9221104
2612	47.91911773
2613	47.91700582
2614	47.91387571
2615	47.91130065
2616	47.90564877
2617	47.90339087
2618	47.90023709
2619	47.89587667
2620	47.89405169
2621	47.89082035
2622	47.88600615
2623	47.88331114
2624	47.88094953
2625	47.8775603
2626	47.87642441
2627	47.87224352
2628	47.86963525
2629	47.86110517
2630	47.85702699
2631	47.85267031
2632	47.84818586
2633	47.84606413
2634	47.84163072
2635	47.83554155
2636	47.83200531
2637	47.8278366
2638	47.82423523
2639	47.82131867
2640	47.81711458
2641	47.81320204
2642	47.8068495
2643	47.80386338
2644	47.80011412
2645	47.7964808
2646	47.79115012
2647	47.78654443
2648	47.78345972
2649	47.78207136
2650	47.77907493
2651	47.77581354
2652	47.7720363
2653	47.77089533
2654	47.76991657
2655	47.76591282
2656	47.76275889
2657	47.76168191
2658	47.76015582
2659	47.75702987
2660	47.75587784
2661	47.75027043
2662	47.74736948
2663	47.74400375
2664	47.7408921
2665	47.73467209
2666	47.73107983
2667	47.72710501
2668	47.72367494
2669	47.71725899
2670	47.71438417
2671	47.71053547
2672	47.70712445
2673	47.70316911
2674	47.70055905
2675	47.6963025
2676	47.69133743
2677	47.68620875
2678	47.68370198
2679	47.68051996
2680	47.67623746
2681	47.67238089
2682	47.66698728
2683	47.66274667
2684	47.65668648
2685	47.65421596
2686	47.64892241
2687	47.64382024
2688	47.63821555
2689	47.63483494
2690	47.63029692
2691	47.62851735
2692	47.62307861
2693	47.61796873
2694	47.61375622
2695	47.6103424
2696	47.60557026
2697	47.60358642
2698	47.60020075
2699	47.5958868
2700	47.58915944
2701	47.58423698
2702	47.58055374
2703	47.57601922
2704	47.5725964
2705	47.56970622
2706	47.56845298
2707	47.56690498
2708	47.56015219
2709	47.55864513
2710	47.55527532
2711	47.55085509
2712	47.54779666
2713	47.54234077
2714	47.53935293
2715	47.5371941
2716	47.53393761
2717	47.52670591
2718	47.52560117
2719	47.52093685
2720	47.51417847
2721	47.51150052
2722	47.504776
2723	47.50071584
2724	47.4980285
2725	47.4941687
2726	47.48955598
2727	47.48688829
2728	47.48228288
2729	47.47862964
2730	47.47368403
2731	47.47266185
2732	47.46645234
2733	47.46377976
2734	47.46037748
2735	47.4567226
2736	47.45192035
2737	47.44712948
2738	47.44605443
2739	47.44306409
2740	47.44133346
2741	47.43920789
2742	47.43572388
2743	47.43249075
2744	47.42811248
2745	47.42427808
2746	47.41930146
2747	47.41484022
2748	47.41075348
2749	47.40634001
2750	47.40339838
2751	47.39961867
2752	47.39520654
2753	47.39266939
2754	47.38526715
2755	47.38248312
2756	47.37749316
2757	47.37477008
2758	47.37268177
2759	47.36901432
2760	47.36652731
2761	47.36597126
2762	47.362605
2763	47.35635994
2764	47.3539845
2765	47.34947977
2766	47.34608069
2767	47.34345129
2768	47.33543391
2769	47.33282914
2770	47.3291015
2771	47.32708215
2772	47.32291996
2773	47.320518
2774	47.31723619
2775	47.31355339
2776	47.30978289
2777	47.30603482
2778	47.29968894
2779	47.29482713
2780	47.29200198
2781	47.28741126
2782	47.28140096
2783	47.27988962
2784	47.27657318
2785	47.27366332
2786	47.26792005
2787	47.26474853
2788	47.26289082
2789	47.25904836
2790	47.2562519
2791	47.25364747
2792	47.24886017
2793	47.24417325
2794	47.24090188
2795	47.23896032
2796	47.23471381
2797	47.22870316
2798	47.22586016
2799	47.22359474
2800	47.2187373
2801	47.21402492
2802	47.20683506
2803	47.20126408
2804	47.1973587
2805	47.19340447
2806	47.18923083
2807	47.18606001
2808	47.18272636
2809	47.17949292
2810	47.17773878
2811	47.17216673
2812	47.16614633
2813	47.16312432
2814	47.15953677
2815	47.15597416
2816	47.15435341
2817	47.15156184
2818	47.14998545
2819	47.14490227
2820	47.13933256
2821	47.12975919
2822	47.12608103
2823	47.12118892
2824	47.11453272
2825	47.11058696
2826	47.10833154
2827	47.10692819
2828	47.10305241
2829	47.10098483
2830	47.09918428
2831	47.09638622
2832	47.0927525
2833	47.08849293
2834	47.08562986
2835	47.08293507
2836	47.07889821
2837	47.07396336
2838	47.0705706
2839	47.06756459
2840	47.06338432
2841	47.05972533
2842	47.05467105
2843	47.05368734
2844	47.05228221
2845	47.04595801
2846	47.04419309
2847	47.03968203
2848	47.03745238
2849	47.03487364
2850	47.0298705
2851	47.02529331
2852	47.02355711
2853	47.01933911
2854	47.01578704
2855	47.01438288
2856	47.01157541
2857	47.00965348
2858	47.00745962
2859	47.00456704
2860	47.0006824
2861	46.99346032
2862	46.99130908
2863	46.98538487
2864	46.97985104
2865	46.97472282
2866	46.97236826
2867	46.97023017
2868	46.96352887
2869	46.95905077
2870	46.9538927
2871	46.95107754
2872	46.94363714
2873	46.93792087
2874	46.93239443
2875	46.9312054
2876	46.92724754
2877	46.92575347
2878	46.9196647
2879	46.91567085
2880	46.91301115
2881	46.91003648
2882	46.90721038
2883	46.90626864
2884	46.9008751
2885	46.89545745
2886	46.8925293
2887	46.8904203
2888	46.88275628
2889	46.87746716
2890	46.87290702
2891	46.87010111
2892	46.8633968
2893	46.86091985
2894	46.85849581
2895	46.85621119
2896	46.85250551
2897	46.84977584
2898	46.84527572
2899	46.8416252
2900	46.83829174
2901	46.83657882
2902	46.8320249
2903	46.83061947
2904	46.82969271
2905	46.825763
2906	46.82239301
2907	46.81715362
2908	46.81438765
2909	46.80892931
2910	46.80434175
2911	46.8017323
2912	46.79603985
2913	46.79245729
2914	46.78951988
2915	46.78463747
2916	46.78145525
2917	46.77716987
2918	46.77429752
2919	46.77081262
2920	46.7672748
2921	46.76496918
2922	46.75744669
2923	46.75492222
2924	46.75016898
2925	46.74685279
2926	46.74213481
2927	46.73872055
2928	46.73455487
2929	46.73208948
2930	46.7300479
2931	46.72697448
2932	46.72480578
2933	46.7187109
2934	46.71580352
2935	46.71285713
2936	46.7077647
2937	46.70588808
2938	46.70223752
2939	46.69908033
2940	46.69551486
2941	46.69146451
2942	46.68759378
2943	46.68307418
2944	46.68122529
2945	46.67924734
2946	46.67524202
2947	46.67213131
2948	46.66928831
2949	46.66583442
2950	46.66165441
2951	46.65908912
2952	46.65609319
2953	46.65347626
2954	46.64723017
2955	46.64277951
2956	46.63960553
2957	46.63562406
2958	46.63258723
2959	46.62884818
2960	46.62596337
2961	46.62404047
2962	46.6220002
2963	46.61859546
2964	46.61423258
2965	46.61101094
2966	46.60866568
2967	46.60696064
2968	46.60473854
2969	46.59891299
2970	46.59172255
2971	46.59104013
2972	46.58831378
2973	46.58478776
2974	46.58389009
2975	46.57777507
2976	46.57205023
2977	46.56992832
2978	46.56430367
2979	46.5621095
2980	46.55836245
2981	46.55595569
2982	46.554473
2983	46.55224413
2984	46.54628037
2985	46.54034551
2986	46.53740215
2987	46.53220763
2988	46.52878384
2989	46.52403437
2990	46.51738616
2991	46.51648591
2992	46.51161414
2993	46.50483689
2994	46.50372001
2995	46.50122505
2996	46.49562087
2997	46.49340235
2998	46.48964149
2999	46.4865736
