iter	Passed	Remaining
1664	55208	44266
1665	55241	44233
1666	55270	44196
1667	55299	44160
1668	55331	44125
1669	55370	44097
1670	55404	44064
1671	55436	44031
1672	55472	44000
1673	55505	43966
1674	55535	43931
1675	55578	43905
1676	55611	43872
1677	55638	43834
1678	55674	43803
1679	55700	43764
1680	55728	43727
1681	55760	43693
1682	55785	43654
1683	55817	43619
1684	55851	43587
1685	55881	43551
1686	55907	43512
1687	55935	43475
1688	55964	43439
1689	55992	43402
1690	56019	43364
1691	56050	43329
1692	56084	43297
1693	56113	43261
1694	56139	43222
1695	56165	43184
1696	56196	43149
1697	56229	43116
1698	56262	43082
1699	56292	43047
1700	56319	43009
1701	56348	42973
1702	56381	42939
1703	56409	42903
1704	56439	42867
1705	56465	42829
1706	56494	42793
1707	56523	42756
1708	56550	42719
1709	56579	42682
1710	56611	42648
1711	56643	42614
1712	56673	42579
1713	56700	42541
1714	56725	42503
1715	56762	42472
1716	56794	42438
1717	56829	42407
1718	56862	42374
1719	56894	42340
1720	56921	42302
1721	56951	42267
1722	56979	42230
1723	57013	42198
1724	57154	42244
1725	57191	42214
1726	57256	42204
1727	57288	42170
1728	57317	42134
1729	57351	42101
1730	57381	42066
1731	57409	42029
1732	57439	41994
1733	57467	41957
1734	57498	41922
1735	57529	41888
1736	57561	41853
1737	57592	41819
1738	57620	41782
1739	57649	41746
1740	57680	41711
1741	57710	41676
1742	57739	41640
1743	57768	41604
1744	57796	41567
1745	57825	41531
1746	57853	41494
1747	57886	41461
1748	57912	41422
1749	57940	41386
1750	57966	41347
1751	57992	41309
1752	58016	41269
1753	58042	41231
1754	58073	41197
1755	58099	41159
1756	58123	41120
1757	58150	41082
1758	58176	41044
1759	58201	41005
1760	58226	40967
1761	58258	40933
1762	58289	40898
1763	58320	40864
1764	58346	40826
1765	58373	40788
1766	58409	40757
1767	58438	40721
1768	58469	40687
1769	58505	40656
1770	58538	40623
1771	58577	40594
1772	58609	40560
1773	58638	40524
1774	58665	40487
1775	58693	40451
1776	58729	40420
1777	58757	40383
1778	58784	40346
1779	58815	40311
1780	58849	40279
1781	58880	40245
1782	58922	40217
1783	58949	40181
1784	58976	40143
1785	59005	40107
1786	59033	40071
1787	59069	40040
1788	59091	40000
1789	59119	39963
1790	59146	39926
1791	59179	39893
1792	59207	39856
1793	59235	39820
1794	59269	39788
1795	59297	39751
1796	59334	39721
1797	59365	39687
1798	59396	39652
1799	59426	39617
1800	59458	39584
1801	59485	39547
1802	59512	39509
1803	59557	39484
1804	59583	39446
1805	59609	39409
1806	59637	39373
1807	59666	39337
1808	59689	39297
1809	59718	39262
1810	59744	39224
1811	59772	39188
1812	59800	39152
1813	59828	39116
1814	59854	39078
1815	59887	39045
1816	59917	39010
1817	59946	38975
1818	59976	38939
1819	60005	38904
1820	60035	38869
1821	60068	38837
1822	60100	38803
1823	60132	38769
1824	60160	38733
1825	60184	38694
1826	60213	38658
1827	60237	38620
1828	60266	38585
1829	60297	38551
1830	60328	38516
1831	60352	38478
1832	60381	38442
1833	60408	38405
1834	60435	38369
1835	60462	38332
1836	60492	38297
1837	60524	38263
1838	60555	38229
1839	60580	38191
1840	60609	38156
1841	60634	38118
1842	60659	38080
1843	60683	38042
1844	60712	38006
1845	60740	37970
1846	60764	37932
1847	60790	37895
1848	60816	37858
1849	60843	37821
1850	60870	37785
1851	60896	37747
1852	60921	37710
1853	60946	37672
1854	60973	37636
1855	60998	37598
1856	61023	37560
1857	61050	37523
1858	61073	37485
1859	61101	37449
1860	61127	37412
1861	61153	37375
1862	61177	37337
1863	61202	37299
1864	61227	37261
1865	61253	37225
1866	61295	37197
1867	61320	37159
1868	61344	37121
1869	61372	37085
1870	61402	37051
1871	61431	37016
1872	61459	36980
1873	61484	36943
1874	61512	36907
1875	61541	36872
1876	61570	36837
1877	61597	36801
1878	61622	36763
1879	61649	36727
1880	61677	36691
1881	61703	36654
1882	61729	36618
1883	61759	36583
1884	61787	36547
1885	61817	36513
1886	61842	36476
1887	61865	36437
1888	61892	36401
1889	61916	36363
1890	61942	36327
1891	61964	36288
1892	61993	36252
1893	62019	36216
1894	62030	36170
1895	62056	36134
1896	62085	36099
1897	62110	36062
1898	62135	36024
1899	62159	35987
1900	62183	35949
1901	62210	35913
1902	62240	35878
1903	62266	35842
1904	62297	35808
1905	62326	35773
1906	62355	35738
1907	62382	35703
1908	62412	35668
1909	62440	35633
1910	62466	35597
1911	62493	35561
1912	62520	35524
1913	62545	35488
1914	62570	35450
1915	62601	35417
1916	62632	35383
1917	62654	35345
1918	62679	35308
1919	62705	35272
1920	62733	35236
1921	62758	35199
1922	62785	35163
1923	62810	35126
1924	62833	35088
1925	62861	35053
1926	62885	35016
1927	62912	34980
1928	62936	34943
1929	62963	34907
1930	62986	34869
1931	63012	34833
1932	63043	34799
1933	63068	34762
1934	63099	34729
1935	63129	34694
1936	63160	34661
1937	63187	34625
1938	63217	34591
1939	63247	34558
1940	63281	34525
1941	63311	34491
1942	63339	34457
1943	63365	34420
1944	63395	34386
1945	63424	34352
1946	63455	34318
1947	63481	34282
1948	63506	34246
1949	63530	34208
1950	63555	34171
1951	63580	34135
1952	63606	34099
1953	63631	34062
1954	63656	34026
1955	63682	33989
1956	63709	33954
1957	63737	33919
1958	63762	33882
1959	63789	33847
1960	63817	33812
1961	63846	33778
1962	63872	33741
1963	63897	33705
1964	63922	33669
1965	63946	33631
1966	63970	33595
1967	63997	33559
1968	64023	33523
1969	64051	33488
1970	64078	33453
1971	64104	33417
1972	64136	33384
1973	64162	33348
1974	64187	33312
1975	64216	33278
1976	64251	33246
1977	64281	33213
1978	64305	33176
1979	64336	33143
1980	64366	33109
1981	64395	33074
1982	64421	33039
1983	64450	33005
1984	64486	32973
1985	64513	32938
1986	64539	32903
1987	64566	32867
1988	64599	32835
1989	64627	32800
1990	64662	32769
1991	64697	32738
1992	64726	32704
1993	64752	32668
1994	64783	32635
1995	64815	32602
1996	64845	32569
1997	64873	32534
1998	64899	32498
1999	64926	32463
2000	64955	32429
2001	64981	32393
2002	65008	32358
2003	65031	32321
2004	65058	32285
2005	65091	32253
2006	65119	32218
2007	65145	32183
2008	65173	32148
2009	65201	32114
2010	65231	32080
2011	65259	32045
2012	65287	32011
2013	65312	31975
2014	65338	31939
2015	65367	31905
2016	65392	31869
2017	65419	31834
2018	65452	31802
2019	65482	31768
2020	65513	31735
2021	65537	31699
2022	65566	31665
2023	65591	31629
2024	65619	31594
2025	65645	31559
2026	65672	31524
2027	65700	31489
2028	65729	31455
2029	65757	31421
2030	65786	31386
2031	65815	31353
2032	65849	31321
2033	65882	31289
2034	65908	31254
2035	65938	31220
2036	65964	31184
2037	65988	31148
2038	66013	31112
2039	66037	31076
2040	66065	31041
2041	66089	31005
2042	66113	30969
2043	66140	30934
2044	66165	30898
2045	66193	30864
2046	66216	30827
2047	66249	30795
2048	66277	30761
2049	66303	30726
2050	66331	30691
2051	66362	30658
2052	66387	30623
2053	66411	30586
2054	66440	30552
2055	66468	30518
2056	66492	30482
2057	66515	30445
2058	66541	30410
2059	66566	30374
2060	66591	30339
2061	66614	30302
2062	66644	30269
2063	66674	30235
2064	66699	30200
2065	66726	30165
2066	66760	30134
2067	66790	30100
2068	66814	30064
2069	66840	30029
2070	66867	29995
2071	66894	29960
2072	66920	29925
2073	66951	29892
2074	66981	29859
2075	67007	29824
2076	67036	29790
2077	67066	29757
2078	67099	29725
2079	67127	29690
2080	67156	29657
2081	67184	29623
2082	67216	29590
2083	67243	29556
2084	67268	29520
2085	67299	29487
2086	67324	29452
2087	67350	29417
2088	67375	29382
2089	67399	29346
2090	67427	29312
2091	67452	29276
2092	67479	29242
2093	67505	29207
2094	67530	29172
2095	67560	29138
2096	67585	29103
2097	67612	29068
2098	67640	29035
2099	67666	29000
2100	67694	28965
2101	67729	28934
2102	67756	28900
2103	67779	28864
2104	67806	28829
2105	67836	28796
2106	67863	28762
2107	67890	28727
2108	67915	28692
2109	67946	28659
2110	67977	28627
2111	68004	28592
2112	68028	28557
2113	68056	28523
2114	68079	28487
2115	68106	28452
2116	68130	28417
2117	68159	28383
2118	68184	28348
2119	68210	28313
2120	68243	28281
2121	68273	28249
2122	68301	28215
2123	68329	28181
2124	68360	28148
2125	68392	28116
2126	68425	28084
2127	68458	28052
2128	68488	28019
2129	68518	27986
2130	68544	27951
2131	68573	27918
2132	68603	27885
2133	68632	27851
2134	68661	27818
2135	68686	27783
2136	68713	27749
2137	68738	27714
2138	68767	27680
2139	68799	27648
2140	68826	27614
2141	68852	27579
2142	68884	27547
2143	68913	27514
2144	68941	27480
2145	68973	27448
2146	69006	27416
2147	69033	27382
2148	69063	27348
2149	69095	27317
2150	69129	27285
2151	69159	27252
2152	69197	27222
2153	69228	27189
2154	69257	27156
2155	69290	27124
2156	69325	27093
2157	69367	27065
2158	69399	27033
2159	69431	27001
2160	69465	26969
2161	69498	26937
2162	69529	26905
2163	69558	26872
2164	69583	26837
2165	69620	26806
2166	69649	26773
2167	69676	26739
2168	69706	26706
2169	69736	26673
2170	69764	26639
2171	69790	26605
2172	69818	26571
2173	69843	26536
2174	69869	26502
2175	69897	26468
2176	69928	26435
2177	69956	26402
2178	69985	26368
2179	70019	26337
2180	70049	26304
2181	70081	26272
2182	70110	26239
2183	70136	26204
2184	70163	26170
2185	70187	26135
2186	70216	26102
2187	70240	26067
2188	70267	26033
2189	70290	25997
2190	70314	25962
2191	70338	25927
2192	70365	25893
2193	70393	25859
2194	70422	25827
2195	70456	25795
2196	70480	25760
2197	70503	25725
2198	70527	25690
2199	70553	25655
2200	70580	25621
2201	70602	25586
2202	70625	25550
2203	70648	25515
2204	70675	25481
2205	70699	25446
2206	70722	25411
2207	70750	25377
2208	70788	25347
2209	70824	25317
2210	70865	25288
2211	70905	25259
2212	70940	25228
2213	70977	25198
2214	71018	25168
2215	71056	25139
2216	71094	25108
2217	71136	25080
2218	71162	25046
2219	71193	25014
2220	71222	24980
2221	71252	24947
2222	71282	24915
2223	71327	24887
2224	71361	24856
2225	71389	24822
2226	71422	24791
2227	71452	24758
2228	71479	24724
2229	71506	24690
2230	71536	24657
2231	71564	24624
2232	71589	24589
2233	71619	24557
2234	71652	24525
2235	71684	24493
2236	71728	24465
2237	71758	24432
2238	71790	24400
2239	71799	24360
2240	71833	24329
2241	71863	24296
2242	71891	24263
2243	71917	24228
2244	71945	24195
2245	71979	24164
2246	72030	24138
2247	72082	24112
2248	72145	24091
2249	72205	24068
2250	72251	24040
2251	72297	24013
2252	72352	23988
2253	72389	23958
2254	72424	23927
2255	72453	23894
2256	72488	23863
2257	72517	23830
2258	72579	23807
2259	72612	23775
2260	72650	23745
2261	72685	23714
2262	72718	23682
2263	72750	23650
2264	72785	23618
2265	72816	23586
2266	72846	23553
2267	72880	23522
2268	72908	23488
2269	72942	23457
2270	72972	23424
2271	73003	23391
2272	73033	23359
2273	73060	23325
2274	73088	23291
2275	73117	23258
2276	73146	23225
2277	73178	23193
2278	73207	23160
2279	73235	23127
2280	73264	23093
2281	73293	23060
2282	73321	23027
2283	73350	22994
2284	73380	22961
2285	73417	22930
2286	73448	22898
2287	73477	22865
2288	73506	22832
2289	73533	22798
2290	73562	22765
2291	73592	22732
2292	73630	22702
2293	73661	22670
2294	73691	22637
2295	73722	22604
2296	73747	22570
2297	73777	22537
2298	73808	22505
2299	73844	22474
2300	73874	22441
2301	73904	22408
2302	73934	22376
2303	73966	22344
2304	73996	22311
2305	74028	22279
2306	74061	22247
2307	74094	22215
2308	74125	22183
2309	74163	22152
2310	74194	22120
2311	74231	22089
2312	74261	22057
2313	74291	22024
2314	74325	21992
2315	74356	21960
2316	74387	21927
2317	74416	21894
2318	74446	21861
2319	74471	21827
2320	74499	21794
2321	74526	21760
2322	74556	21728
2323	74585	21695
2324	74617	21663
2325	74650	21631
2326	74683	21599
2327	74710	21566
2328	74749	21535
2329	74776	21502
2330	74801	21468
2331	74828	21434
2332	74852	21400
2333	74881	21367
2334	74907	21333
2335	74932	21299
2336	74960	21266
2337	74985	21231
2338	75013	21198
2339	75036	21164
2340	75061	21130
2341	75091	21097
2342	75116	21063
2343	75143	21029
2344	75168	20996
2345	75195	20962
2346	75222	20929
2347	75246	20894
2348	75274	20861
2349	75300	20827
2350	75322	20793
2351	75348	20759
2352	75373	20725
2353	75401	20692
2354	75426	20658
2355	75451	20624
2356	75484	20592
2357	75510	20558
2358	75540	20526
2359	75568	20493
2360	75594	20459
2361	75624	20426
2362	75631	20388
2363	75658	20354
2364	75689	20322
2365	75716	20289
2366	75742	20255
2367	75769	20222
2368	75797	20189
2369	75823	20155
2370	75852	20122
2371	75882	20090
2372	75906	20056
2373	75933	20022
2374	75958	19989
2375	75982	19955
2376	76006	19920
2377	76034	19887
2378	76059	19854
2379	76084	19820
2380	76110	19786
2381	76141	19754
2382	76166	19720
2383	76192	19687
2384	76217	19653
2385	76245	19620
2386	76270	19586
2387	76305	19555
2388	76333	19522
2389	76364	19490
2390	76394	19457
2391	76423	19425
2392	76448	19391
2393	76482	19360
2394	76511	19327
2395	76537	19294
2396	76560	19259
2397	76591	19227
2398	76616	19194
2399	76643	19160
2400	76673	19128
2401	76704	19096
2402	76735	19064
2403	76762	19030
2404	76794	18998
2405	76821	18965
2406	76847	18932
2407	76876	18899
2408	76904	18866
2409	76931	18833
2410	76956	18800
2411	76986	18767
2412	77012	18734
2413	77039	18701
2414	77065	18668
2415	77098	18636
2416	77127	18603
2417	77153	18570
2418	77178	18536
2419	77207	18504
2420	77235	18471
2421	77260	18437
2422	77285	18404
2423	77311	18370
2424	77337	18337
2425	77365	18304
2426	77390	18271
2427	77417	18238
2428	77442	18204
2429	77470	18172
2430	77503	18140
2431	77534	18108
2432	77563	18075
2433	77592	18043
2434	77631	18013
2435	77659	17980
2436	77689	17947
2437	77716	17915
2438	77746	17882
2439	77776	17850
2440	77800	17816
2441	77831	17784
2442	77860	17752
2443	77893	17720
2444	77921	17687
2445	77948	17654
2446	77975	17621
2447	77999	17588
2448	78030	17556
2449	78058	17523
2450	78085	17490
2451	78115	17458
2452	78143	17425
2453	78174	17393
2454	78204	17361
2455	78232	17328
2456	78269	17297
2457	78299	17265
2458	78325	17232
2459	78355	17199
2460	78384	17167
2461	78410	17134
2462	78441	17102
2463	78468	17069
2464	78495	17036
2465	78524	17004
2466	78554	16971
2467	78582	16939
2468	78610	16906
2469	78638	16873
2470	78674	16842
2471	78711	16812
2472	78742	16780
2473	78773	16748
2474	78806	16716
2475	78845	16686
2476	78877	16654
2477	78905	16621
2478	78935	16589
2479	78964	16557
2480	78994	16524
2481	79025	16492
2482	79055	16460
2483	79091	16429
2484	79123	16397
2485	79151	16365
2486	79180	16332
2487	79210	16300
2488	79242	16268
2489	79273	16236
2490	79301	16204
2491	79333	16172
2492	79363	16140
2493	79392	16107
2494	79422	16075
2495	79454	16043
2496	79484	16011
2497	79514	15979
2498	79545	15947
2499	79574	15914
2500	79604	15882
2501	79630	15849
2502	79662	15817
2503	79693	15785
2504	79723	15753
2505	79753	15721
2506	79780	15688
2507	79809	15656
2508	79838	15624
2509	79867	15591
2510	79893	15558
2511	79920	15525
2512	79949	15493
2513	79980	15461
2514	80006	15428
2515	80034	15396
2516	80061	15363
2517	80092	15331
2518	80118	15298
2519	80147	15266
2520	80175	15233
2521	80201	15200
2522	80233	15168
2523	80259	15136
2524	80288	15103
2525	80318	15071
2526	80354	15040
2527	80394	15010
2528	80419	14977
2529	80447	14944
2530	80474	14912
2531	80509	14880
2532	80541	14849
2533	80571	14817
2534	80599	14784
2535	80627	14752
2536	80659	14720
2537	80691	14688
2538	80720	14656
2539	80745	14623
2540	80777	14591
2541	80815	14560
2542	80842	14528
2543	80869	14495
2544	80901	14463
2545	80927	14430
2546	80957	14398
2547	80991	14367
2548	81029	14336
2549	81062	14305
2550	81095	14273
2551	81130	14242
2552	81165	14211
2553	81202	14180
2554	81233	14148
2555	81258	14115
2556	81288	14083
2557	81317	14050
2558	81346	14018
2559	81389	13988
2560	81420	13956
2561	81454	13925
2562	81487	13893
2563	81515	13861
2564	81546	13829
2565	81573	13796
2566	81605	13765
2567	81635	13733
2568	81664	13700
2569	81696	13669
2570	81724	13636
2571	81760	13605
2572	81787	13572
2573	81829	13542
2574	81861	13511
2575	81890	13478
2576	81922	13447
2577	81952	13415
2578	81992	13384
2579	82028	13353
2580	82078	13324
2581	82123	13294
2582	82161	13264
2583	82208	13234
2584	82247	13204
2585	82292	13174
2586	82330	13143
2587	82364	13112
2588	82406	13081
2589	82446	13051
2590	82489	13021
2591	82535	12991
2592	82585	12962
2593	82628	12932
2594	82667	12901
2595	82705	12870
2596	82741	12839
2597	82774	12808
2598	82813	12777
2599	82853	12746
2600	82888	12715
2601	82922	12683
2602	82973	12654
2603	83015	12624
2604	83047	12592
2605	83080	12560
2606	83122	12530
2607	83174	12501
2608	83212	12470
2609	83262	12441
2610	83307	12411
2611	83342	12380
2612	83379	12348
2613	83415	12317
2614	83449	12286
2615	83485	12254
2616	83520	12223
2617	83550	12191
2618	83585	12159
2619	83622	12128
2620	83654	12096
2621	83692	12065
2622	83728	12034
2623	83761	12002
2624	83792	11970
2625	83822	11938
2626	83852	11905
2627	83885	11874
2628	83918	11842
2629	83947	11810
2630	83985	11779
2631	84020	11747
2632	84056	11716
2633	84093	11685
2634	84136	11654
2635	84175	11623
2636	84209	11592
2637	84246	11560
2638	84279	11529
2639	84312	11497
2640	84342	11464
2641	84375	11433
2642	84407	11401
2643	84441	11369
2644	84477	11338
2645	84507	11306
2646	84538	11273
2647	84570	11242
2648	84613	11211
2649	84656	11180
2650	84696	11150
2651	84732	11118
2652	84765	11086
2653	84799	11055
2654	84834	11023
2655	84865	10991
2656	84898	10959
2657	84939	10928
2658	84963	10896
2659	84994	10863
2660	85030	10832
2661	85075	10802
2662	85114	10771
2663	85158	10740
2664	85198	10709
2665	85249	10680
2666	85304	10651
2667	85397	10626
2668	85462	10598
2669	85501	10567
2670	85553	10537
2671	85596	10507
2672	85637	10476
2673	85687	10446
2674	85723	10415
2675	85772	10384
2676	85807	10353
2677	85849	10322
2678	85888	10291
2679	85929	10260
2680	85966	10228
2681	86002	10197
2682	86041	10165
2683	86078	10134
2684	86117	10103
2685	86157	10071
2686	86195	10040
2687	86229	10008
2688	86272	9977
2689	86313	9946
2690	86348	9915
2691	86381	9883
2692	86415	9851
2693	86449	9819
2694	86496	9788
2695	86529	9756
2696	86563	9725
2697	86596	9693
2698	86630	9661
2699	86664	9629
2700	86710	9598
2701	86740	9566
2702	86768	9533
2703	86796	9501
2704	86829	9469
2705	86865	9437
2706	86870	9402
2707	86901	9370
2708	86937	9338
2709	86956	9305
2710	86990	9273
2711	87025	9241
2712	87058	9209
2713	87096	9178
2714	87127	9146
2715	87164	9114
2716	87200	9082
2717	87253	9052
2718	87288	9021
2719	87326	8989
2720	87363	8957
2721	87397	8925
2722	87430	8893
2723	87468	8862
2724	87504	8830
2725	87541	8799
2726	87574	8767
2727	87606	8734
2728	87645	8703
2729	87680	8671
2730	87712	8639
2731	87745	8607
2732	87778	8575
2733	87811	8543
2734	87850	8512
2735	87882	8479
2736	87917	8448
2737	87956	8416
2738	87995	8385
2739	88037	8353
2740	88074	8322
2741	88121	8291
2742	88158	8259
2743	88195	8228
2744	88245	8197
2745	88287	8166
2746	88330	8135
2747	88372	8104
2748	88415	8072
2749	88453	8041
2750	88492	8009
2751	88527	7977
2752	88574	7946
2753	88617	7915
2754	88652	7883
2755	88687	7851
2756	88722	7819
2757	88778	7789
2758	88813	7757
2759	88845	7725
2760	88873	7693
2761	88879	7658
2762	88913	7626
2763	88949	7594
2764	88984	7562
2765	89015	7530
2766	89046	7498
2767	89072	7465
2768	89110	7433
2769	89150	7402
2770	89188	7370
2771	89224	7338
2772	89253	7306
2773	89286	7274
2774	89317	7241
2775	89359	7210
2776	89391	7178
2777	89417	7145
2778	89445	7113
2779	89479	7081
2780	89633	7058
2781	89687	7028
2782	89722	6995
2783	89776	6965
2784	89818	6933
2785	89859	6902
2786	89898	6870
2787	89930	6838
2788	89965	6806
2789	90007	6774
2790	90041	6742
2791	90084	6711
2792	90112	6678
2793	90144	6646
2794	90176	6614
2795	90206	6581
2796	90237	6549
2797	90267	6516
2798	90295	6484
2799	90331	6452
2800	90370	6420
2801	90406	6388
2802	90447	6356
2803	90480	6324
2804	90516	6292
2805	90555	6260
2806	90598	6229
2807	90634	6197
2808	90667	6165
2809	90700	6132
2810	90734	6100
2811	90773	6068
2812	90814	6037
2813	90850	6005
2814	90887	5973
2815	90930	5941
2816	90966	5909
2817	91000	5877
2818	91036	5845
2819	91070	5813
2820	91108	5781
2821	91139	5748
2822	91174	5716
2823	91206	5684
2824	91241	5652
2825	91275	5619
2826	91313	5587
2827	91345	5555
2828	91389	5524
2829	91426	5492
2830	91460	5459
2831	91494	5427
2832	91531	5395
2833	91569	5363
2834	91606	5331
2835	91646	5299
2836	91687	5267
2837	91723	5235
2838	91754	5203
2839	91784	5170
2840	91820	5138
2841	91855	5106
2842	91886	5074
2843	91915	5041
2844	91950	5009
2845	91981	4977
2846	92008	4944
2847	92057	4913
2848	92097	4881
2849	92133	4849
2850	92170	4817
2851	92208	4784
2852	92247	4753
2853	92282	4720
2854	92312	4688
2855	92346	4656
2856	92384	4624
2857	92419	4591
2858	92457	4559
2859	92492	4527
2860	92533	4495
2861	92575	4463
2862	92609	4431
2863	92650	4399
2864	92694	4367
2865	92725	4335
2866	92757	4303
2867	92791	4270
2868	92826	4238
2869	92859	4206
2870	92887	4173
2871	92930	4141
2872	92969	4109
2873	93006	4077
2874	93039	4045
2875	93070	4012
2876	93101	3980
2877	93131	3947
2878	93160	3915
2879	93189	3882
2880	93214	3850
2881	93242	3817
2882	93270	3785
2883	93294	3752
2884	93324	3720
2885	93356	3687
2886	93385	3655
2887	93415	3622
2888	93441	3590
2889	93472	3557
2890	93498	3525
2891	93526	3492
2892	93555	3460
2893	93582	3427
2894	93608	3395
2895	93646	3362
2896	93677	3330
2897	93705	3298
2898	93738	3265
2899	93770	3233
2900	93802	3201
2901	93833	3168
2902	93868	3136
2903	93898	3104
2904	93932	3071
2905	93968	3039
2906	94001	3007
2907	94034	2974
2908	94068	2942
2909	94099	2910
2910	94129	2877
2911	94160	2845
2912	94194	2813
2913	94223	2780
2914	94251	2748
2915	94283	2715
2916	94313	2683
2917	94345	2651
2918	94378	2618
2919	94408	2586
2920	94438	2554
2921	94466	2521
2922	94498	2489
2923	94539	2457
2924	94570	2424
2925	94605	2392
2926	94633	2360
2927	94664	2327
2928	94696	2295
2929	94727	2263
2930	94758	2230
2931	94791	2198
2932	94823	2166
2933	94853	2133
2934	94885	2101
2935	94923	2069
2936	94952	2036
2937	94983	2004
2938	95013	1972
2939	95043	1939
2940	95074	1907
2941	95105	1874
2942	95139	1842
2943	95171	1810
2944	95202	1777
2945	95231	1745
2946	95258	1713
2947	95290	1680
2948	95328	1648
2949	95361	1616
2950	95398	1584
2951	95435	1551
2952	95470	1519
2953	95508	1487
2954	95546	1455
2955	95585	1422
2956	95620	1390
2957	95657	1358
2958	95697	1325
2959	95735	1293
2960	95770	1261
2961	95802	1229
2962	95841	1196
2963	95876	1164
2964	95907	1132
2965	95968	1100
2966	96025	1068
2967	96074	1035
2968	96107	1003
2969	96141	971
2970	96184	938
2971	96240	906
2972	96306	874
2973	96353	842
2974	96406	810
2975	96459	777
2976	96519	745
2977	96575	713
2978	96628	681
2979	96694	648
2980	96769	616
2981	96837	584
2982	96907	552
2983	96987	520
2984	97037	487
2985	97112	455
2986	97185	422
2987	97247	390
2988	97296	358
2989	97349	325
2990	97413	293
2991	97471	260
2992	97524	228
2993	97575	195
2994	97630	162
2995	97676	130
2996	97721	97
2997	97772	65
2998	97817	32
2999	97873	0
